task,team_id,Person-ID (mellon-ID),event_start_time,event_end_time,event_result,Primary code ,Primary Sub-code,Secondary Code,Secondary  Sub-code,Apartment Feature 1,Apartment Feature 2,Apartment Feature 3,Apartment Feature 4 ,Candidate Feature 1,Candidate Feature 2,Candidate Feature 3,Candidate Feature 4,Party Venue Feature 1,Party Venue Feature 2,Party Venue Feature 3,Party Venue Feature 4,Professor Feature 1,Professor Feature 2,Professor Feature 3,Professor Feature 4
apartment,181200_176874_192484_166771,181200,2019-09-28 17:24:49+00:00,2019-09-28 17:24:49+00:00,dang I didnt get any of that,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,176874,2019-09-28 17:24:55+00:00,2019-09-28 17:24:55+00:00,wow b seems terrible now,SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,181200,2019-09-28 17:25:02+00:00,2019-09-28 17:25:02+00:00,lmao fr,SN,SN-A,SMC,SMC-R,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,176874,2019-09-28 17:25:07+00:00,2019-09-28 17:25:07+00:00,okay what about c,CE,CEC-S,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,181200,2019-09-28 17:25:08+00:00,2019-09-28 17:25:08+00:00,ok what about C,CE,CEC-S,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,192484,2019-09-28 17:25:28+00:00,2019-09-28 17:25:28+00:00,additional $50 fee per month for community facilities ,SSI, SSI-NN,,,"Tenants pay an additional fee of $50 per month for ""community facilities""",,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,176874,2019-09-28 17:25:29+00:00,2019-09-28 17:25:29+00:00,no parking,SSI, SSI-NN,,,There are no assigned parking spaces and the lot is always crowded,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,166771,2019-09-28 17:25:29+00:00,2019-09-28 17:25:29+00:00,"Additional fee of $50/month for ""community facilities""",SSI,SSI-RN,,,"Tenants pay an additional fee of $50 per month for ""community facilities""",,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,176874,2019-09-28 17:25:39+00:00,2019-09-28 17:25:39+00:00,maintenance sucks,SSI, SSI-NN,,,Maintenance requests are not always handled promptly,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,181200,2019-09-28 17:25:39+00:00,2019-09-28 17:25:39+00:00,parking lot always crowded,SSI,SSI-RN,,,There are no assigned parking spaces and the lot is always crowded,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,166771,2019-09-28 17:25:39+00:00,2019-09-28 17:25:39+00:00,Parking lot is always crowded,SSI,SSI-RN,,,There are no assigned parking spaces and the lot is always crowded,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,181200,2019-09-28 17:25:53+00:00,2019-09-28 17:25:53+00:00,maintenance are not handled promptly,SSI,SSI-RN,,,Maintenance requests are not always handled promptly,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,181200,2019-09-28 17:26:04+00:00,2019-09-28 17:26:04+00:00,im thinking acb,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,176874,2019-09-28 17:26:06+00:00,2019-09-28 17:26:06+00:00,do we want to do acb?,CM,CM-G,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,166771,2019-09-28 17:26:09+00:00,2019-09-28 17:26:09+00:00,Yeah,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,181200,2019-09-28 17:26:09+00:00,2019-09-28 17:26:09+00:00,yeah,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,181200,2019-09-28 17:26:12+00:00,2019-09-28 17:26:12+00:00,lit,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,176874,2019-09-28 17:26:13+00:00,2019-09-28 17:26:13+00:00,okay,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181200_176874_192484_166771,192484,2019-09-28 17:26:16+00:00,2019-09-28 17:26:16+00:00,yep ,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:14:14+00:00,2019-09-28 21:14:14+00:00,Hello!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:14:21+00:00,2019-09-28 21:14:21+00:00,Hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:14:25+00:00,2019-09-28 21:14:25+00:00,Hi!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:14:27+00:00,2019-09-28 21:14:27+00:00,hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:20:40+00:00,2019-09-28 21:20:40+00:00,What order did you guys rank them haha?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:21:01+00:00,2019-09-28 21:21:01+00:00,"A,B,C",SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:21:11+00:00,2019-09-28 21:21:11+00:00,I chose ABC,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:21:13+00:00,2019-09-28 21:21:13+00:00,"I ranked, B,A,C. ",SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:21:27+00:00,2019-09-28 21:21:27+00:00,I ranked BAC too,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:21:39+00:00,2019-09-28 21:21:39+00:00,I guess we can all agree that C is last?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:22:00+00:00,2019-09-28 21:22:00+00:00,yeah,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:22:02+00:00,2019-09-28 21:22:02+00:00,"The only downside to B was being on the 4th floor. But hey, it's exercise. ",SSI,SSI-U,SSI,SSI-RN,The apartment is on the fourth floor and there is no elevator,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:22:13+00:00,2019-09-28 21:22:13+00:00,C is definitely the worst. ,SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:22:20+00:00,2019-09-28 21:22:20+00:00,I chose A first because of the rent special which guarantees the same rent for 2 years.,CRF,CRF-F,SSI,SSI-NP,The landlord is offering a rent special that guarantees the same rent for two years,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:22:37+00:00,2019-09-28 21:22:37+00:00,B also has little natural light,SSI,SSI-RN,,,There is very little natural light in the apartment,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:23:00+00:00,2019-09-28 21:23:00+00:00,I don't see that on mine. ,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:23:14+00:00,2019-09-28 21:23:14+00:00,I don't see the natural light thing on mine either,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:23:19+00:00,2019-09-28 21:23:19+00:00,Everyone has different info i believe. It says that on the top,SSI,SSI-T,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:23:31+00:00,2019-09-28 21:23:31+00:00,Oh...ok. Makes sense. ,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:23:44+00:00,2019-09-28 21:23:44+00:00,so lets decide between A and B,CE,CEC-S,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:23:50+00:00,2019-09-28 21:23:50+00:00,i'm like wait...Did i skip some lines?,SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:24:03+00:00,2019-09-28 21:24:03+00:00,should we start off with pros for A,CE,CEC-S,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:24:15+00:00,2019-09-28 21:24:15+00:00,okay,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:24:26+00:00,2019-09-28 21:24:26+00:00,why did you guys pick A for the first?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:24:37+00:00,2019-09-28 21:24:37+00:00,rent will not increase for two years,CRF,CRF-F,SSI,SSI-RN,The landlord is offering a rent special that guarantees the same rent for two years,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:24:48+00:00,2019-09-28 21:24:48+00:00,A seems to be well maintained,CRF,CRF-F,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:24:49+00:00,2019-09-28 21:24:49+00:00,it has free wi-fi,CRF,CRF-F,,,The apartment includes free wi-fi,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:24:58+00:00,2019-09-28 21:24:58+00:00,"Pros for Apartment A:

The kitchen was recently remodeled.
The building has a security door.
The apartment has a deck for outdoor space.
The exterior of the building is brick.",SSI,SSI-NP,,,The kitchen was recently remodeled,The building has a security door,The apartment has a deck for outdoor space,The exterior of the building is brick,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:25:32+00:00,2019-09-28 21:25:32+00:00,Mail and packages are delivered directly to tenants' doors.,SSI,SSI-NP,,,Mail and packages are delivered directly to tenants' doors,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:25:34+00:00,2019-09-28 21:25:34+00:00,ahhh let me post what I got for A: ,CE,CEC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:25:36+00:00,2019-09-28 21:25:36+00:00,"Several friends live in the same building.
All utilities are included.
The apartment includes 2 full bathrooms.
A celebrity once lived in the building.
The exterior of the building is brick.
The street on which the building stands is named ""Tulip Street"".
The $200 pet fee paid at the start of the lease is non-refundable.
Tenants are not permitted to paint their walls
The only available parking for tenants' cars is on street.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:25:54+00:00,2019-09-28 21:25:54+00:00,there's an elevator in the building,SSI,SSI-RP,,,There is an elevator in the building,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:26:23+00:00,2019-09-28 21:26:23+00:00,"Vanessa, for yours I would say utilities being included is a pro and 2 full bathrooms. ",SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:26:33+00:00,2019-09-28 21:26:33+00:00,ok my pros are the same for A should we talk about B now,CE,CEC-S,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:26:38+00:00,2019-09-28 21:26:38+00:00,also there's easy access on public transportation,SSI,SSI-NP,,,All roommates' work and school locations are easily accessible by public transportation,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:26:55+00:00,2019-09-28 21:26:55+00:00,PROS for B:,CE,CEC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:26:59+00:00,2019-09-28 21:26:59+00:00,"Apartment B

The apartment has central airconditioning.
The $250 pet deposit is refundable (minus any damages) at the end of the lease.
A washer and dryer is included in the apartment.
Within walking distance of school and work for all roommates.
The landlord offers 24-hour maintenance service.
The supermaket and shopping district are close by.
Several tenants own electric cars.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:27:25+00:00,2019-09-28 21:27:25+00:00,CONS for B:,CE,CEC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:27:27+00:00,2019-09-28 21:27:27+00:00,"Noise from the other tenants can be easily heard in the apartment.
The apartment is on the fourth floor and there is no elevator.
",SSI, SSI-NN,,,Noise from the other tenants can be easily heard in the apartment,The apartment is on the fourth floor and there is no elevator,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:27:44+00:00,2019-09-28 21:27:44+00:00,My pros for b are the same,SSI,SSI-O,,,Cell phone service and internet connectivity is weak in some apartments,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:27:54+00:00,2019-09-28 21:27:54+00:00,cons are that cell phone service and internet is weak,SSI, SSI-NN,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:27:57+00:00,2019-09-28 21:27:57+00:00,and there,SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:27:58+00:00,2019-09-28 21:27:58+00:00,my pros are the same as well,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:28:07+00:00,2019-09-28 21:28:07+00:00,Cons for B:,CE,CEC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:28:10+00:00,2019-09-28 21:28:10+00:00,there's only one bathroom,SSI, SSI-NN,,,There is only one full bathroon in the apartment,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:28:33+00:00,2019-09-28 21:28:33+00:00,Utilities aren't included,SSI, SSI-NN,,,Utilities are not included1,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:28:34+00:00,2019-09-28 21:28:34+00:00,A big con is ..The landlord usually raises the rent by 20 percent after the first year's lease.,SSI, SSI-NN,,,The landlord usually raises the rent by 20% after the first year's lease ,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:29:08+00:00,2019-09-28 21:29:08+00:00,Closet space is also limited,SSI, SSI-NN,,,Closet space is limited,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:29:18+00:00,2019-09-28 21:29:18+00:00,"Jennifer, that's a huge CON for me. ",SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:29:36+00:00,2019-09-28 21:29:36+00:00,Same,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:29:40+00:00,2019-09-28 21:29:40+00:00,"Hmmmm, if that's the case about rent then I would pick A over B",SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:30:29+00:00,2019-09-28 21:30:29+00:00,"Yup. I would rather do B however, A is doable if they don't raise my rent that much. ",SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:31:14+00:00,2019-09-28 21:31:14+00:00,"Karla, what do you like about B over A?",SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:31:26+00:00,2019-09-28 21:31:26+00:00,"So, are we all agreeing ABC now?",SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:31:54+00:00,2019-09-28 21:31:54+00:00,"yes, A seems best overall ",SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:32:02+00:00,2019-09-28 21:32:02+00:00,I'm good with ABC,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:32:08+00:00,2019-09-28 21:32:08+00:00,I agree as well,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:32:21+00:00,2019-09-28 21:32:21+00:00,I agree,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:32:33+00:00,2019-09-28 21:32:33+00:00,"Vanessa: AC, refundable pet deposit, washer dryer in apt, withihn walking distance of school and work, and close supermarkets. ",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,170115,2019-09-28 21:32:50+00:00,2019-09-28 21:32:50+00:00,Ah I see,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:33:35+00:00,2019-09-28 21:33:35+00:00,But i cannot take a 20% rent raise. Lol,SSI,SSI-U,SSI,SSI-RN,The landlord usually raises the rent by 20% after the first year's lease ,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:33:55+00:00,2019-09-28 21:33:55+00:00,so are you okay with ABC karla,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:33:56+00:00,2019-09-28 21:33:56+00:00,"So, final answers?",CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:34:00+00:00,2019-09-28 21:34:00+00:00,ABC,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:34:01+00:00,2019-09-28 21:34:01+00:00,Yup!,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,166151,2019-09-28 21:34:27+00:00,2019-09-28 21:34:27+00:00,ABC is my final answer,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,181207,2019-09-28 21:34:30+00:00,2019-09-28 21:34:30+00:00,Nice working together :),SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181207_166151_169077_170115,169077,2019-09-28 21:34:32+00:00,2019-09-28 21:34:32+00:00,"Ok. Submitting ABC. Thank you, ladies. ",CE,CEC-R,SMC,SMC-R,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:08:54+00:00,2019-09-28 21:08:54+00:00,Hello. I am Joice. I'm a first-year biology major,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,194656,2019-09-28 21:09:06+00:00,2019-09-28 21:09:06+00:00,"Danny here, first year Bio Sci",SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181041,2019-09-28 21:09:36+00:00,2019-09-28 21:09:36+00:00,"Hi my name is Madia,I'm transfer student from OCC and major in biological science",SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,178642,2019-09-28 21:09:49+00:00,2019-09-28 21:09:49+00:00,"Hi, I am Salena. First year Crim Major",SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:09:59+00:00,2019-09-28 21:09:59+00:00,"Madia, hit go so we can all start",CM,CM-G,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:14:47+00:00,2019-09-28 21:14:47+00:00,Ok..,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,194656,2019-09-28 21:14:57+00:00,2019-09-28 21:14:57+00:00,I more or less understand how this works,SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:14:57+00:00,2019-09-28 21:14:57+00:00,so apparently we all have different information given,CRF,CRF-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:15:10+00:00,2019-09-28 21:15:10+00:00,basically you look at the information given,CRF,CRF-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,194656,2019-09-28 21:15:11+00:00,2019-09-28 21:15:11+00:00,"Should be fine, we just need to go one by one",CE,CEC-S,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:15:18+00:00,2019-09-28 21:15:18+00:00,and decide which apartment is best,CRF,CRF-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:15:22+00:00,2019-09-28 21:15:22+00:00,and which is worst,CRF,CRF-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:15:25+00:00,2019-09-28 21:15:25+00:00,and rank them,CRF,CRF-R,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,194656,2019-09-28 21:15:26+00:00,2019-09-28 21:15:26+00:00,Yup,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:15:28+00:00,2019-09-28 21:15:28+00:00,ok,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:15:35+00:00,2019-09-28 21:15:35+00:00,what did you guys put as worst?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,194656,2019-09-28 21:15:41+00:00,2019-09-28 21:15:41+00:00,C,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,178642,2019-09-28 21:15:42+00:00,2019-09-28 21:15:42+00:00,C,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181041,2019-09-28 21:15:43+00:00,2019-09-28 21:15:43+00:00,C,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,181900_194656_181041_178642,181900,2019-09-28 21:15:44+00:00,2019-09-28 21:15:44+00:00,C,SSI,SSI-O,,,,,,,,,,,,,,,,,,
